ngo_name,coverage_level,coverage_area,category,capacity_score
Relief Nepal Sankhuwasabha #1,district,Sankhuwasabha,Emergency Shelter & Housing,77.64
Relief Nepal Sankhuwasabha #1,district,Sankhuwasabha,Immediate Cash Assistance,86.99
Relief Nepal Sankhuwasabha #1,district,Sankhuwasabha,Psychosocial First Aid,60.32
Relief Nepal Sankhuwasabha #1,district,Sankhuwasabha,"Search, Rescue & Evacuation",63.64
Relief Nepal Sankhuwasabha #1,district,Sankhuwasabha,Water & Sanitation Recovery,65.47
Relief Nepal Sankhuwasabha #2,district,Sankhuwasabha,Agricultural Recovery,85.88
Relief Nepal Sankhuwasabha #2,district,Sankhuwasabha,Critical Infrastructure Restoration,79.04
Relief Nepal Sankhuwasabha #2,district,Sankhuwasabha,Emergency Communications,63.56
Relief Nepal Sankhuwasabha #2,district,Sankhuwasabha,Emergency Food Distribution,59.67
Relief Nepal Sankhuwasabha #2,district,Sankhuwasabha,Emergency Health Response,86.02
Relief Nepal Sankhuwasabha #2,district,Sankhuwasabha,Emergency Logistics & Transportation,53.72
Relief Nepal Sankhuwasabha #2,district,Sankhuwasabha,Emergency Shelter & Housing,72.2
Relief Nepal Sankhuwasabha #2,district,Sankhuwasabha,Immediate Cash Assistance,75.31
Relief Nepal Sankhuwasabha #2,district,Sankhuwasabha,Psychosocial First Aid,63.97
Relief Nepal Sankhuwasabha #2,district,Sankhuwasabha,"Search, Rescue & Evacuation",85.89
Relief Nepal Sankhuwasabha #2,district,Sankhuwasabha,Water & Sanitation Recovery,71.19
Relief Nepal Saptari #1,district,Saptari,Agricultural Recovery,64.04
Relief Nepal Saptari #1,district,Saptari,Critical Infrastructure Restoration,85.51
Relief Nepal Saptari #1,district,Saptari,Emergency Communications,71.98
Relief Nepal Saptari #1,district,Saptari,Emergency Food Distribution,81.66
Relief Nepal Saptari #1,district,Saptari,Emergency Health Response,69.78
Relief Nepal Saptari #1,district,Saptari,Emergency Logistics & Transportation,81.58
Relief Nepal Saptari #1,district,Saptari,Emergency Shelter & Housing,76.9
Relief Nepal Saptari #1,district,Saptari,Immediate Cash Assistance,52.3
Relief Nepal Saptari #1,district,Saptari,Psychosocial First Aid,67.66
Relief Nepal Saptari #1,district,Saptari,"Search, Rescue & Evacuation",53.65
Relief Nepal Saptari #1,district,Saptari,Water & Sanitation Recovery,80.09
Relief Nepal Saptari #2,district,Saptari,Agricultural Recovery,53.25
Relief Nepal Saptari #2,district,Saptari,Critical Infrastructure Restoration,78.25
Relief Nepal Saptari #2,district,Saptari,Emergency Communications,52.91
Relief Nepal Saptari #2,district,Saptari,Emergency Food Distribution,80.45
Relief Nepal Saptari #2,district,Saptari,Emergency Health Response,53.36
Relief Nepal Saptari #2,district,Saptari,Emergency Logistics & Transportation,74.73
Relief Nepal Saptari #2,district,Saptari,Emergency Shelter & Housing,54.68
Relief Nepal Saptari #2,district,Saptari,Immediate Cash Assistance,78.04
Relief Nepal Saptari #2,district,Saptari,Psychosocial First Aid,82.87
Relief Nepal Saptari #2,district,Saptari,"Search, Rescue & Evacuation",54.04
Relief Nepal Saptari #2,district,Saptari,Water & Sanitation Recovery,55.72
Relief Nepal Sarlahi #1,district,Sarlahi,Agricultural Recovery,81.09
Relief Nepal Sarlahi #1,district,Sarlahi,Critical Infrastructure Restoration,53.34
Relief Nepal Sarlahi #1,district,Sarlahi,Emergency Communications,80.14
Relief Nepal Sarlahi #1,district,Sarlahi,Emergency Food Distribution,64.97
Relief Nepal Sarlahi #1,district,Sarlahi,Emergency Health Response,87.89
Relief Nepal Sarlahi #1,district,Sarlahi,Emergency Logistics & Transportation,64.83
Relief Nepal Sarlahi #1,district,Sarlahi,Emergency Shelter & Housing,53.39
Relief Nepal Sarlahi #1,district,Sarlahi,Immediate Cash Assistance,89.44
Relief Nepal Sarlahi #1,district,Sarlahi,Psychosocial First Aid,65.05
Relief Nepal Sarlahi #1,district,Sarlahi,"Search, Rescue & Evacuation",82.51
Relief Nepal Sarlahi #1,district,Sarlahi,Water & Sanitation Recovery,89.47
Relief Nepal Sarlahi #2,district,Sarlahi,Agricultural Recovery,75.97
Relief Nepal Sarlahi #2,district,Sarlahi,Critical Infrastructure Restoration,54.7
Relief Nepal Sarlahi #2,district,Sarlahi,Emergency Communications,52.25
Relief Nepal Sarlahi #2,district,Sarlahi,Emergency Food Distribution,86.25
Relief Nepal Sarlahi #2,district,Sarlahi,Emergency Health Response,50.45
Relief Nepal Sarlahi #2,district,Sarlahi,Emergency Logistics & Transportation,54.45
Relief Nepal Sarlahi #2,district,Sarlahi,Emergency Shelter & Housing,72.34
Relief Nepal Sarlahi #2,district,Sarlahi,Immediate Cash Assistance,68.75
Relief Nepal Sarlahi #2,district,Sarlahi,Psychosocial First Aid,54.75
Relief Nepal Sarlahi #2,district,Sarlahi,"Search, Rescue & Evacuation",69.7
Relief Nepal Sarlahi #2,district,Sarlahi,Water & Sanitation Recovery,66.97
Relief Nepal Sindhuli #1,district,Sindhuli,Agricultural Recovery,65.7
Relief Nepal Sindhuli #1,district,Sindhuli,Critical Infrastructure Restoration,85.09
Relief Nepal Sindhuli #1,district,Sindhuli,Emergency Communications,70.92
Relief Nepal Sindhuli #1,district,Sindhuli,Emergency Food Distribution,58.07
Relief Nepal Sindhuli #1,district,Sindhuli,Emergency Health Response,82.58
Relief Nepal Sindhuli #1,district,Sindhuli,Emergency Logistics & Transportation,56.55
Relief Nepal Sindhuli #1,district,Sindhuli,Emergency Shelter & Housing,55.59
Relief Nepal Sindhuli #1,district,Sindhuli,Immediate Cash Assistance,76.61
Relief Nepal Sindhuli #1,district,Sindhuli,Psychosocial First Aid,64.34
Relief Nepal Sindhuli #1,district,Sindhuli,"Search, Rescue & Evacuation",56.57
Relief Nepal Sindhuli #1,district,Sindhuli,Water & Sanitation Recovery,81.81
Relief Nepal Sindhuli #2,district,Sindhuli,Agricultural Recovery,71.73
Relief Nepal Sindhuli #2,district,Sindhuli,Critical Infrastructure Restoration,65.36
Relief Nepal Sindhuli #2,district,Sindhuli,Emergency Communications,59.29
Relief Nepal Sindhuli #2,district,Sindhuli,Emergency Food Distribution,65.08
Relief Nepal Sindhuli #2,district,Sindhuli,Emergency Health Response,79.9
Relief Nepal Sindhuli #2,district,Sindhuli,Emergency Logistics & Transportation,68.51
Relief Nepal Sindhuli #2,district,Sindhuli,Emergency Shelter & Housing,82.66
Relief Nepal Sindhuli #2,district,Sindhuli,Immediate Cash Assistance,70.11
Relief Nepal Sindhuli #2,district,Sindhuli,Psychosocial First Aid,85.98
Relief Nepal Sindhuli #2,district,Sindhuli,"Search, Rescue & Evacuation",62.06
Relief Nepal Sindhuli #2,district,Sindhuli,Water & Sanitation Recovery,67.56
Relief Nepal Sindhupalchok #1,district,Sindhupalchok,Agricultural Recovery,85.76
Relief Nepal Sindhupalchok #1,district,Sindhupalchok,Critical Infrastructure Restoration,71.34
Relief Nepal Sindhupalchok #1,district,Sindhupalchok,Emergency Communications,81.76
Relief Nepal Sindhupalchok #1,district,Sindhupalchok,Emergency Food Distribution,54.68
Relief Nepal Sindhupalchok #1,district,Sindhupalchok,Emergency Health Response,63.4
Relief Nepal Sindhupalchok #1,district,Sindhupalchok,Emergency Logistics & Transportation,87.59
Relief Nepal Sindhupalchok #1,district,Sindhupalchok,Emergency Shelter & Housing,86.26
Relief Nepal Sindhupalchok #1,district,Sindhupalchok,Immediate Cash Assistance,55.57
Relief Nepal Sindhupalchok #1,district,Sindhupalchok,Psychosocial First Aid,74.8
Relief Nepal Sindhupalchok #1,district,Sindhupalchok,"Search, Rescue & Evacuation",75.11
Relief Nepal Sindhupalchok #1,district,Sindhupalchok,Water & Sanitation Recovery,74.97
Relief Nepal Sindhupalchok #2,district,Sindhupalchok,Agricultural Recovery,82.85
Relief Nepal Sindhupalchok #2,district,Sindhupalchok,Critical Infrastructure Restoration,63.68
Relief Nepal Sindhupalchok #2,district,Sindhupalchok,Emergency Communications,80.5
Relief Nepal Sindhupalchok #2,district,Sindhupalchok,Emergency Food Distribution,62.47
Relief Nepal Sindhupalchok #2,district,Sindhupalchok,Emergency Health Response,51.34
Relief Nepal Sindhupalchok #2,district,Sindhupalchok,Emergency Logistics & Transportation,59.94
Relief Nepal Sindhupalchok #2,district,Sindhupalchok,Emergency Shelter & Housing,81.54
Relief Nepal Sindhupalchok #2,district,Sindhupalchok,Immediate Cash Assistance,72.8
Relief Nepal Sindhupalchok #2,district,Sindhupalchok,Psychosocial First Aid,85.07
Relief Nepal Sindhupalchok #2,district,Sindhupalchok,"Search, Rescue & Evacuation",79.76
Relief Nepal Sindhupalchok #2,district,Sindhupalchok,Water & Sanitation Recovery,56.07
Relief Nepal Siraha #1,district,Siraha,Agricultural Recovery,51.73
Relief Nepal Siraha #1,district,Siraha,Critical Infrastructure Restoration,88.8
Relief Nepal Siraha #1,district,Siraha,Emergency Communications,88.53
Relief Nepal Siraha #1,district,Siraha,Emergency Food Distribution,88.49
Relief Nepal Siraha #1,district,Siraha,Emergency Health Response,84.74
Relief Nepal Siraha #1,district,Siraha,Emergency Logistics & Transportation,64.98
Relief Nepal Siraha #1,district,Siraha,Emergency Shelter & Housing,79.84
Relief Nepal Siraha #1,district,Siraha,Immediate Cash Assistance,58.94
Relief Nepal Siraha #1,district,Siraha,Psychosocial First Aid,50.49
Relief Nepal Siraha #1,district,Siraha,"Search, Rescue & Evacuation",61.43
Relief Nepal Siraha #1,district,Siraha,Water & Sanitation Recovery,73.33
Relief Nepal Siraha #2,district,Siraha,Agricultural Recovery,75.09
Relief Nepal Siraha #2,district,Siraha,Critical Infrastructure Restoration,68.18
Relief Nepal Siraha #2,district,Siraha,Emergency Communications,75.18
Relief Nepal Siraha #2,district,Siraha,Emergency Food Distribution,89.72
Relief Nepal Siraha #2,district,Siraha,Emergency Health Response,88.77
Relief Nepal Siraha #2,district,Siraha,Emergency Logistics & Transportation,52.95
Relief Nepal Siraha #2,district,Siraha,Emergency Shelter & Housing,85.65
Relief Nepal Siraha #2,district,Siraha,Immediate Cash Assistance,70.92
Relief Nepal Siraha #2,district,Siraha,Psychosocial First Aid,77.83
Relief Nepal Siraha #2,district,Siraha,"Search, Rescue & Evacuation",72.15
Relief Nepal Siraha #2,district,Siraha,Water & Sanitation Recovery,71.11
Relief Nepal Solukhumbu #1,district,Solukhumbu,Agricultural Recovery,50.2
Relief Nepal Solukhumbu #1,district,Solukhumbu,Critical Infrastructure Restoration,76.54
Relief Nepal Solukhumbu #1,district,Solukhumbu,Emergency Communications,50.37
Relief Nepal Solukhumbu #1,district,Solukhumbu,Emergency Food Distribution,75.68
Relief Nepal Solukhumbu #1,district,Solukhumbu,Emergency Health Response,85.94
Relief Nepal Solukhumbu #1,district,Solukhumbu,Emergency Logistics & Transportation,53.37
Relief Nepal Solukhumbu #1,district,Solukhumbu,Emergency Shelter & Housing,85.48
Relief Nepal Solukhumbu #1,district,Solukhumbu,Immediate Cash Assistance,74.26
Relief Nepal Solukhumbu #1,district,Solukhumbu,Psychosocial First Aid,54.06
Relief Nepal Solukhumbu #1,district,Solukhumbu,"Search, Rescue & Evacuation",56.47
Relief Nepal Solukhumbu #1,district,Solukhumbu,Water & Sanitation Recovery,81.2
Relief Nepal Solukhumbu #2,district,Solukhumbu,Agricultural Recovery,83.97
Relief Nepal Solukhumbu #2,district,Solukhumbu,Critical Infrastructure Restoration,75.98
Relief Nepal Solukhumbu #2,district,Solukhumbu,Emergency Communications,63.02
Relief Nepal Solukhumbu #2,district,Solukhumbu,Emergency Food Distribution,77.68
Relief Nepal Solukhumbu #2,district,Solukhumbu,Emergency Health Response,78.48
Relief Nepal Solukhumbu #2,district,Solukhumbu,Emergency Logistics & Transportation,76.08
Relief Nepal Solukhumbu #2,district,Solukhumbu,Emergency Shelter & Housing,56.43
Relief Nepal Solukhumbu #2,district,Solukhumbu,Immediate Cash Assistance,59.49
Relief Nepal Solukhumbu #2,district,Solukhumbu,Psychosocial First Aid,79.86
Relief Nepal Solukhumbu #2,district,Solukhumbu,"Search, Rescue & Evacuation",58.97
Relief Nepal Solukhumbu #2,district,Solukhumbu,Water & Sanitation Recovery,71.95
Relief Nepal Sunsari #1,district,Sunsari,Agricultural Recovery,81.79
Relief Nepal Sunsari #1,district,Sunsari,Critical Infrastructure Restoration,75.25
Relief Nepal Sunsari #1,district,Sunsari,Emergency Communications,65.72
Relief Nepal Sunsari #1,district,Sunsari,Emergency Food Distribution,53.75
Relief Nepal Sunsari #1,district,Sunsari,Emergency Health Response,59.76
Relief Nepal Sunsari #1,district,Sunsari,Emergency Logistics & Transportation,64.7
Relief Nepal Sunsari #1,district,Sunsari,Emergency Shelter & Housing,76.3
Relief Nepal Sunsari #1,district,Sunsari,Immediate Cash Assistance,88.92
Relief Nepal Sunsari #1,district,Sunsari,Psychosocial First Aid,85.68
Relief Nepal Sunsari #1,district,Sunsari,"Search, Rescue & Evacuation",60.61
Relief Nepal Sunsari #1,district,Sunsari,Water & Sanitation Recovery,72.73
Relief Nepal Sunsari #2,district,Sunsari,Agricultural Recovery,88.16
Relief Nepal Sunsari #2,district,Sunsari,Critical Infrastructure Restoration,87.62
Relief Nepal Sunsari #2,district,Sunsari,Emergency Communications,75.81
Relief Nepal Sunsari #2,district,Sunsari,Emergency Food Distribution,69.7
Relief Nepal Sunsari #2,district,Sunsari,Emergency Health Response,61.23
Relief Nepal Sunsari #2,district,Sunsari,Emergency Logistics & Transportation,57.81
Relief Nepal Sunsari #2,district,Sunsari,Emergency Shelter & Housing,70.11
Relief Nepal Sunsari #2,district,Sunsari,Immediate Cash Assistance,50.97
Relief Nepal Sunsari #2,district,Sunsari,Psychosocial First Aid,57.08
Relief Nepal Sunsari #2,district,Sunsari,"Search, Rescue & Evacuation",78.9
Relief Nepal Sunsari #2,district,Sunsari,Water & Sanitation Recovery,73.08
Relief Nepal Surkhet #1,district,Surkhet,Agricultural Recovery,62.98
Relief Nepal Surkhet #1,district,Surkhet,Critical Infrastructure Restoration,50.23
Relief Nepal Surkhet #1,district,Surkhet,Emergency Communications,54.81
Relief Nepal Surkhet #1,district,Surkhet,Emergency Food Distribution,82.31
Relief Nepal Surkhet #1,district,Surkhet,Emergency Health Response,67.42
Relief Nepal Surkhet #1,district,Surkhet,Emergency Logistics & Transportation,80.48
Relief Nepal Surkhet #1,district,Surkhet,Emergency Shelter & Housing,63.08
Relief Nepal Surkhet #1,district,Surkhet,Immediate Cash Assistance,82.71
Relief Nepal Surkhet #1,district,Surkhet,Psychosocial First Aid,71.78
Relief Nepal Surkhet #1,district,Surkhet,"Search, Rescue & Evacuation",81.91
Relief Nepal Surkhet #1,district,Surkhet,Water & Sanitation Recovery,76.7
Relief Nepal Surkhet #2,district,Surkhet,Agricultural Recovery,76.73
Relief Nepal Surkhet #2,district,Surkhet,Critical Infrastructure Restoration,74.14
Relief Nepal Surkhet #2,district,Surkhet,Emergency Communications,59.09
Relief Nepal Surkhet #2,district,Surkhet,Emergency Food Distribution,77.81
Relief Nepal Surkhet #2,district,Surkhet,Emergency Health Response,59.5
Relief Nepal Surkhet #2,district,Surkhet,Emergency Logistics & Transportation,65.54
Relief Nepal Surkhet #2,district,Surkhet,Emergency Shelter & Housing,64.66
Relief Nepal Surkhet #2,district,Surkhet,Immediate Cash Assistance,64.93
Relief Nepal Surkhet #2,district,Surkhet,Psychosocial First Aid,52.93
Relief Nepal Surkhet #2,district,Surkhet,"Search, Rescue & Evacuation",67.95
Relief Nepal Surkhet #2,district,Surkhet,Water & Sanitation Recovery,65.84
Relief Nepal Syangja #1,district,Syangja,Agricultural Recovery,69.84
Relief Nepal Syangja #1,district,Syangja,Critical Infrastructure Restoration,52.06
Relief Nepal Syangja #1,district,Syangja,Emergency Communications,60.49
Relief Nepal Syangja #1,district,Syangja,Emergency Food Distribution,76.55
Relief Nepal Syangja #1,district,Syangja,Emergency Health Response,58.6
Relief Nepal Syangja #1,district,Syangja,Emergency Logistics & Transportation,87.47
Relief Nepal Syangja #1,district,Syangja,Emergency Shelter & Housing,72.66
Relief Nepal Syangja #1,district,Syangja,Immediate Cash Assistance,51.25
Relief Nepal Syangja #1,district,Syangja,Psychosocial First Aid,73.8
Relief Nepal Syangja #1,district,Syangja,"Search, Rescue & Evacuation",79.3
Relief Nepal Syangja #1,district,Syangja,Water & Sanitation Recovery,69.04
Relief Nepal Syangja #2,district,Syangja,Agricultural Recovery,82.76
Relief Nepal Syangja #2,district,Syangja,Critical Infrastructure Restoration,59.86
Relief Nepal Syangja #2,district,Syangja,Emergency Communications,77.54
Relief Nepal Syangja #2,district,Syangja,Emergency Food Distribution,80.84
Relief Nepal Syangja #2,district,Syangja,Emergency Health Response,79.13
Relief Nepal Syangja #2,district,Syangja,Emergency Logistics & Transportation,54.26
Relief Nepal Syangja #2,district,Syangja,Emergency Shelter & Housing,73.87
Relief Nepal Syangja #2,district,Syangja,Immediate Cash Assistance,69.81
Relief Nepal Syangja #2,district,Syangja,Psychosocial First Aid,67.39
Relief Nepal Syangja #2,district,Syangja,"Search, Rescue & Evacuation",53.01
Relief Nepal Syangja #2,district,Syangja,Water & Sanitation Recovery,63.37
Relief Nepal Tanahun #1,district,Tanahun,Agricultural Recovery,57.41
Relief Nepal Tanahun #1,district,Tanahun,Critical Infrastructure Restoration,67.84
Relief Nepal Tanahun #1,district,Tanahun,Emergency Communications,55.47
Relief Nepal Tanahun #1,district,Tanahun,Emergency Food Distribution,60.89
Relief Nepal Tanahun #1,district,Tanahun,Emergency Health Response,53.66
Relief Nepal Tanahun #1,district,Tanahun,Emergency Logistics & Transportation,73.61
Relief Nepal Tanahun #1,district,Tanahun,Emergency Shelter & Housing,81.98
Relief Nepal Tanahun #1,district,Tanahun,Immediate Cash Assistance,86.69
Relief Nepal Tanahun #1,district,Tanahun,Psychosocial First Aid,88.01
Relief Nepal Tanahun #1,district,Tanahun,"Search, Rescue & Evacuation",64.44
Relief Nepal Tanahun #1,district,Tanahun,Water & Sanitation Recovery,77.79
Relief Nepal Tanahun #2,district,Tanahun,Agricultural Recovery,89.51
Relief Nepal Tanahun #2,district,Tanahun,Critical Infrastructure Restoration,58.85
Relief Nepal Tanahun #2,district,Tanahun,Emergency Communications,59.99
Relief Nepal Tanahun #2,district,Tanahun,Emergency Food Distribution,79.29
Relief Nepal Tanahun #2,district,Tanahun,Emergency Health Response,77.69
Relief Nepal Tanahun #2,district,Tanahun,Emergency Logistics & Transportation,82.26
Relief Nepal Tanahun #2,district,Tanahun,Emergency Shelter & Housing,71.68
Relief Nepal Tanahun #2,district,Tanahun,Immediate Cash Assistance,83.97
Relief Nepal Tanahun #2,district,Tanahun,Psychosocial First Aid,69.58
Relief Nepal Tanahun #2,district,Tanahun,"Search, Rescue & Evacuation",76.34
Relief Nepal Tanahun #2,district,Tanahun,Water & Sanitation Recovery,84.92
Relief Nepal Taplejung #1,district,Taplejung,Agricultural Recovery,84.05
Relief Nepal Taplejung #1,district,Taplejung,Critical Infrastructure Restoration,65.4
Relief Nepal Taplejung #1,district,Taplejung,Emergency Communications,84.12
Relief Nepal Taplejung #1,district,Taplejung,Emergency Food Distribution,50.62
Relief Nepal Taplejung #1,district,Taplejung,Emergency Health Response,88.67
Relief Nepal Taplejung #1,district,Taplejung,Emergency Logistics & Transportation,87.13
Relief Nepal Taplejung #1,district,Taplejung,Emergency Shelter & Housing,86.59
Relief Nepal Taplejung #1,district,Taplejung,Immediate Cash Assistance,88.54
Relief Nepal Taplejung #1,district,Taplejung,Psychosocial First Aid,61.78
Relief Nepal Taplejung #1,district,Taplejung,"Search, Rescue & Evacuation",67.13
Relief Nepal Taplejung #1,district,Taplejung,Water & Sanitation Recovery,64.81
Relief Nepal Taplejung #2,district,Taplejung,Agricultural Recovery,70.73
Relief Nepal Taplejung #2,district,Taplejung,Critical Infrastructure Restoration,55.6
Relief Nepal Taplejung #2,district,Taplejung,Emergency Communications,74.59
Relief Nepal Taplejung #2,district,Taplejung,Emergency Food Distribution,72.27
Relief Nepal Taplejung #2,district,Taplejung,Emergency Health Response,72.8
Relief Nepal Taplejung #2,district,Taplejung,Emergency Logistics & Transportation,87.45
Relief Nepal Taplejung #2,district,Taplejung,Emergency Shelter & Housing,62.68
Relief Nepal Taplejung #2,district,Taplejung,Immediate Cash Assistance,53.89
Relief Nepal Taplejung #2,district,Taplejung,Psychosocial First Aid,89.6
Relief Nepal Taplejung #2,district,Taplejung,"Search, Rescue & Evacuation",77.84
Relief Nepal Taplejung #2,district,Taplejung,Water & Sanitation Recovery,56.78
Relief Nepal Terhathum #1,district,Terhathum,Agricultural Recovery,70.45
Relief Nepal Terhathum #1,district,Terhathum,Critical Infrastructure Restoration,86.53
Relief Nepal Terhathum #1,district,Terhathum,Emergency Communications,82.4
Relief Nepal Terhathum #1,district,Terhathum,Emergency Food Distribution,77.88
Relief Nepal Terhathum #1,district,Terhathum,Emergency Health Response,61.74
Relief Nepal Terhathum #1,district,Terhathum,Emergency Logistics & Transportation,78.09
Relief Nepal Terhathum #1,district,Terhathum,Emergency Shelter & Housing,85.09
Relief Nepal Terhathum #1,district,Terhathum,Immediate Cash Assistance,82.37
Relief Nepal Terhathum #1,district,Terhathum,Psychosocial First Aid,84.68
Relief Nepal Terhathum #1,district,Terhathum,"Search, Rescue & Evacuation",64.38
Relief Nepal Terhathum #1,district,Terhathum,Water & Sanitation Recovery,79.63
Relief Nepal Terhathum #2,district,Terhathum,Agricultural Recovery,51.44
Relief Nepal Terhathum #2,district,Terhathum,Critical Infrastructure Restoration,73.13
Relief Nepal Terhathum #2,district,Terhathum,Emergency Communications,65.02
Relief Nepal Terhathum #2,district,Terhathum,Emergency Food Distribution,76.0
Relief Nepal Terhathum #2,district,Terhathum,Emergency Health Response,85.6
Relief Nepal Terhathum #2,district,Terhathum,Emergency Logistics & Transportation,78.08
Relief Nepal Terhathum #2,district,Terhathum,Emergency Shelter & Housing,70.06
Relief Nepal Terhathum #2,district,Terhathum,Immediate Cash Assistance,63.52
Relief Nepal Terhathum #2,district,Terhathum,Psychosocial First Aid,53.76
Relief Nepal Terhathum #2,district,Terhathum,"Search, Rescue & Evacuation",81.83
Relief Nepal Terhathum #2,district,Terhathum,Water & Sanitation Recovery,81.93
Relief Nepal Udayapur #1,district,Udayapur,Agricultural Recovery,80.8
Relief Nepal Udayapur #1,district,Udayapur,Critical Infrastructure Restoration,70.89
Relief Nepal Udayapur #1,district,Udayapur,Emergency Communications,64.41
Relief Nepal Udayapur #1,district,Udayapur,Emergency Food Distribution,61.46
Relief Nepal Udayapur #1,district,Udayapur,Emergency Health Response,51.49
Relief Nepal Udayapur #1,district,Udayapur,Emergency Logistics & Transportation,73.63
Relief Nepal Udayapur #1,district,Udayapur,Emergency Shelter & Housing,68.62
Relief Nepal Udayapur #1,district,Udayapur,Immediate Cash Assistance,82.9
Relief Nepal Udayapur #1,district,Udayapur,Psychosocial First Aid,55.08
Relief Nepal Udayapur #1,district,Udayapur,"Search, Rescue & Evacuation",51.22
Relief Nepal Udayapur #1,district,Udayapur,Water & Sanitation Recovery,71.7
Relief Nepal Udayapur #2,district,Udayapur,Agricultural Recovery,62.92
Relief Nepal Udayapur #2,district,Udayapur,Critical Infrastructure Restoration,70.65
Relief Nepal Udayapur #2,district,Udayapur,Emergency Communications,79.04
Relief Nepal Udayapur #2,district,Udayapur,Emergency Food Distribution,53.41
Relief Nepal Udayapur #2,district,Udayapur,Emergency Health Response,71.63
Relief Nepal Udayapur #2,district,Udayapur,Emergency Logistics & Transportation,52.07
Relief Nepal Udayapur #2,district,Udayapur,Emergency Shelter & Housing,58.63
Relief Nepal Udayapur #2,district,Udayapur,Immediate Cash Assistance,75.5
Relief Nepal Udayapur #2,district,Udayapur,Psychosocial First Aid,89.03
Relief Nepal Udayapur #2,district,Udayapur,"Search, Rescue & Evacuation",71.25
Relief Nepal Udayapur #2,district,Udayapur,Water & Sanitation Recovery,74.92
Save the Children,national,Nepal,Agricultural Recovery,0.0
Save the Children,national,Nepal,Critical Infrastructure Restoration,0.0
Save the Children,national,Nepal,Emergency Communications,0.0
Save the Children,national,Nepal,Emergency Food Distribution,100.0
Save the Children,national,Nepal,Emergency Health Response,100.0
Save the Children,national,Nepal,Emergency Logistics & Transportation,0.0
Save the Children,national,Nepal,Emergency Shelter & Housing,100.0
Save the Children,national,Nepal,Immediate Cash Assistance,0.0
Save the Children,national,Nepal,Psychosocial First Aid,100.0
Save the Children,national,Nepal,"Search, Rescue & Evacuation",0.0
Save the Children,national,Nepal,Water & Sanitation Recovery,0.0
UNICEF,national,Nepal,Agricultural Recovery,0.0
UNICEF,national,Nepal,Critical Infrastructure Restoration,0.0
UNICEF,national,Nepal,Emergency Communications,100.0
UNICEF,national,Nepal,Emergency Food Distribution,100.0
UNICEF,national,Nepal,Emergency Health Response,100.0
UNICEF,national,Nepal,Emergency Logistics & Transportation,100.0
UNICEF,national,Nepal,Emergency Shelter & Housing,0.0
UNICEF,national,Nepal,Immediate Cash Assistance,0.0
UNICEF,national,Nepal,Psychosocial First Aid,100.0
UNICEF,national,Nepal,"Search, Rescue & Evacuation",0.0
UNICEF,national,Nepal,Water & Sanitation Recovery,100.0
WFP,national,Nepal,Agricultural Recovery,0.0
WFP,national,Nepal,Critical Infrastructure Restoration,0.0
WFP,national,Nepal,Emergency Communications,100.0
WFP,national,Nepal,Emergency Food Distribution,100.0
WFP,national,Nepal,Emergency Health Response,0.0
WFP,national,Nepal,Emergency Logistics & Transportation,100.0
WFP,national,Nepal,Emergency Shelter & Housing,0.0
WFP,national,Nepal,Immediate Cash Assistance,100.0
WFP,national,Nepal,Psychosocial First Aid,0.0
WFP,national,Nepal,"Search, Rescue & Evacuation",0.0
WFP,national,Nepal,Water & Sanitation Recovery,0.0
World Vision,national,Nepal,Agricultural Recovery,100.0
World Vision,national,Nepal,Critical Infrastructure Restoration,0.0
World Vision,national,Nepal,Emergency Communications,0.0
World Vision,national,Nepal,Emergency Food Distribution,100.0
World Vision,national,Nepal,Emergency Health Response,100.0
World Vision,national,Nepal,Emergency Logistics & Transportation,0.0
World Vision,national,Nepal,Emergency Shelter & Housing,100.0
World Vision,national,Nepal,Immediate Cash Assistance,100.0
World Vision,national,Nepal,Psychosocial First Aid,100.0
World Vision,national,Nepal,"Search, Rescue & Evacuation",0.0
World Vision,national,Nepal,Water & Sanitation Recovery,100.0
